,Medicine Name,Description
302,Saccharomyces boulardii Iyo,"  Saccharomyces boulardii Iyo adalah mikroorganisme berbentuk khamir, yang beguna secara efektif untuk mencegah diare karena menggunakan antibiotik. Saccharomyces boulardii Iyo juga digunakan untuk mengobati diare pada bayi dan anak-anak. Ini juga efektif menurunkan frekuensi diare akibat Clostridium difficile, diare pada pasien HIV, serta luka di perut akibat bakteri Helicobacter pylori.   "
303,Salbutamol,"  Salbutamol digunakan untuk mengobati asma (memperbaiki aliran pernapasan), bronkitis kronis, dan emfisema.   "
304,Salmeterol,"  Salmeterol digunakan untuk mencegah serangan asma atau bronkospasme akibat berolahraga. Salmeterol juga digunakan untuk mengobati penyakit COPD, emfisema, dan bronkitis kronis.   "
305,Satranidazole,"  Satranidazole digunakan untuk abses atau adanya nanah di liver akibat infeksi amuba, penyakit giardiasis dan trichomoniasis "
306,Scopolamine,  Scopolamine digunakan untuk mencegah mual muntah akibat mabuk perjalanan atau penggunaan anestesi selama operasi.   
307,Sea Water,"  Sea water atau nasalin adalah obat yang digunakan untuk membersihkan saluran pernapasan, melembapkan permukaan hidung yang kering, dan sebagai perawatan tambahan pada infeksi THT (Telinga Hidung Tenggorokan). "
308,Secukinumab,"  Secukinumab digunakan untuk mengatasi plaque psoriasis (penyakit autoimun yang menyerang kulit dan menimbulkan peradangan kronis ditandai bercak merah, tebal dan bersisik keperakan), pada tingkat sedang hingga berat. "
309,Selegenile,"  Selegiline adalah obat yang digunakan untuk mengatasi gangguan pergerakan akibat penyakit Parkinson. Obat ini tidak untuk mengobati penyakit Parkinson, hanya meredakan gejalanya saja seperti tremor, kekakuan otot, dan hilangnya pergerakan normal. Selegiline bisa dapat meningkatkan kemampuan pasien untuk lebih mudah bergerak.   Baca juga: Kenali Gejala Awal Penyakit Parkinson "
310,Sertraline,"  Sertraline digunakan untuk mengobati berbagai gangguan mental seperti depresi, gangguan obsesif kompulsif, kepanikan, gangguan kecemasan, stres setelah kejadian traumatik dan gangguan premenstruasi disforia "
311,Sildenafil,"  Sildenafil digunakan untuk mengobati disfungsi ereksi atau impotensi pada lelaki, yaitu kondisi di mana seorang pria tidak mampu ereksi atau mempertahankan ereksi sehingga dapat melakukan hubungan seksual dengan pasangan dengan memuaskan.   "
312,Simethicone,"  Simethicone digunakan untuk mengatasi rasa sakit atau tidak nyaman akibat terlalu banyak gas dalam perut dan usus. Simethicone dapat digunakan untuk bayi, anak dan dewasa. "
313,Simvastatin,"  Simvastatin digunakan untuk menurunkan kolesterol dan trigliserida dalam darah. Simvastatin juga dapat menurunkan risiko stroke, serangan jantung dan komplikasi jantung lainnya pada pasien diabetes dan penyakit jantung koroner. "
314,Spiramycin,"  Spiramycin digunakan untuk infeksi protozoa, toxoplasmosis, cryptosporidiosis (diare akibat protozoa cryptosopridium), dan pasien yang rentan dengan infeksi. "
315,Spironolactone,"  Spironolactone digunakan untuk mengobati penyakit jantung, tekanan darah tinggi, penurunan kalium dalam darah (hipokalemia). Spironolacton juga dapat digunakan untuk mengurangi retensi cairan (penumpukan cairan) pada pasien gagal jantung kongestif, sirosis hati, atau gangguan ginjal. Pada pasien dengan hormon aldosterone melebihi normal, dapat diobati pula dengan spironolactone.   "
316,Squalene,"  Squalene adalah suplemen yang terbuat dari minyak hati ikan hiu dan minyak zaitun. Obat ini umumnya dikonsumsi penderita kanker karena mengandung senyawa anti-kanker. Selain itu, obat ini juga terbukti menyehatkan, serta dapat menurunkan kadar kolesterol, lemak buruk 'LDL' dan trigliserida. Pada umumnya, squalene juga dikombinasikan di produk perawatan kulit dalam bentuk pelembap karena mengandung antioksidan.   Baca juga: Cara Mencerahkan Kulit Dengan Minyak Zaitun "
317,Streptokinase,"  Streptokinase adalah obat yang digunakan untuk melarutkan gumpalan darah di dalam pembuluh darah. Obat yang juga merupakan enzim ini umumnya digunakan langsung setelah pasien mengalami gejala serangan jantung, untuk meningkatkan keselamatannya. Streptokinase juga bisa digunakan untuk mengobati penggumpalan darah di paru-paru (pulmonari embolisme) dan di kaki (trombosis vena dalam). Selain untuk kondisi yang sudah disebutkan di atas, obat ini juga digunakan untuk melarutkan gumpalan darah di saluran kateter yang dimasukkan ke dalam pembuluh darah. Karena obat ini termasuk obat berat, Kamu hanya bisa memperolehnya atas resep dokter.   Baca juga: Obat Pengencer Darah, Solusi untuk Penyumbatan Pembuluh Darah "
318,Streptomycin,"  Streptomycin adalah antibiotik dalam bentuk suntikan yang digunakan untuk mengobati infeksi bakteri sedang atau parah di berbagai bagian tubuh. Obat ini termasuk ke dalam kelas obat antibiotik aminoglikosid. Cara kerja obat ini adalah membunuh bakteri atau mencegah pertumbuhannya. Namun, Streptomycin tidak bisa mengobati infeksi virus seperti demam atau flu. Suntikan streptomycin biasanya digunakan untuk mengobati tuberkulosis. Namun, obat ini biasanya juga menjadi pilihan dokter untuk mengobati infeksi bakteri serius yang tidak mempan diobati oleh obat lain. Streptomycin hanya bisa digunakan atas dasar izin dokter dan hanya boleh disuntikkan oleh tenaga medis resmi atau dokter.   Baca juga: 5 Fakta Menarik tentang Antibiotik "
319,Strontinum,"  Strontium adalah logam berwarna silver yang secara alami ditemukan sebagai elemen non-radioaktif. Sekitar 99% strontium bisa ditemukan di dalam tubuh manusia, khususnya di tulang. Beberapa bentuk berbeda dari strontium digunakan sebagai obat. Strontium ranelate biasanya digunakan untuk mengobati osteoporosis dan artritis. Sementara itu, untuk radioactive strontium-89, biasanya digunakan untuk mengobati kanker prostat dan kanker tulang stadium lanjut. Radioactive strontium-89 adalah pengobatan dalam bentuk intravena. Strontium klorida hexahidrat biasanya dijadikan bahan campuran pada pasta gigi untuk meredakan nyeri akibat gigi sensitif. Strontium klorida juga merupakan bentuk strontium yang paling umum ditemukan di suplemen diet. "
320,Sukralfat,"  Sukralfat adalah obat yang digunakan untuk mengobati dan mencegah ulkus duodenum (luka terbuka yang terjadi pada lapisan dalam lambung dan bagian atas usus halus) dan kondisi lain yang ditentukan oleh dokter. Namun, obat ini tidak bisa mencegah kekambuhan lukanya. Untuk cara kerjanya sendiri, sukralfat membentuk lapisan pada lukanya. Tujuannya untuk melindungi lukanya dari asam perut, enzim, dan garam empedu, sehingga bisa sembuh dengan cepat. Obat ini mengandung garam aluminum dan hanya boleh dibeli di bawah resep dokter.   Baca juga: Mencegah Masalah Lambung "
321,Sulfadizine,"  Sulfadiazine adalah antibiotik yang digunakan untuk mengobati berbagai jenis infeksi yang disebabkan bakteri. Beberapa infeksi yang bisa diobati menggunakan obat ini adalah saluran kemih, infeksi telinga, meningitis, malaria, toxolasmosis dan lainnya.   Baca juga: 5 Fakta Menarik tentang Antibiotik "
322,Sulfamethoxazole,"  Sulfamethoxazole adalah antibiotik yang digunakan untuk mengobati berbagai infeksi bakteri. Obat ini umumnya digunakan bersamaan dengan trimethoprim untuk menangani infeksi telinga bagian tengah (otitis media), infeksi saluran kemih, bronkitis, traveler's diarrhea (diare pada turis saat ke negara berkembang), shigellosis dan pneumonia.   Baca juga: 6 Fakta Infeksi Saluran Kemih Pada Wanita "
323,Sulfanilamide,"  Sulfanilamide adalah obat yang digunakan untuk mengatasi infeksi jamur pada vagina. Jamur yang sering menginfeksi adalah jamur candida, yang ditandai dengan gejala rasa perih, gatal, dan keputiuhan pada vagina.   Baca juga: Kenali 4 Penyebab Utama Infeksi Vagina! "
324,Sulfasalazine,"  Sulfasalazine adalah obat yang digunakan untuk mengatasi penyakit ulseratif kolitis (radang usus besar) dan rheumatoid arthritis (radang sendi) pada anak dan orang dewasa. Obat ini diberikan kepada orang yang sudah mendapatkan pengobatan sebelumnya, namun tidak berhasil.   Baca juga: Waspada, Radang Sendi Dapat Menghambat Aktivitas Sehari-hari! "
325,Sumatripan,"  Sumatriptan adalah obat yang digunakan untuk mengatasi migrain (sakit kepala sebelah) dan sakit kepala cluster. Obat ini hanya mengatasi sakit kepala, namun tidak mencegah terjadinya kekambuhan. Selain itu, sumatripan juga tidak bisa mengatasi sakit kepala tensi. "
326,Tadalafil,"  Tadalafil digunakan untuk mengobati disfungsi ereksi. Disfungsi ereksi sendiri adalah kondisi ketika penis tidak bisa mengeras dan memanjang, atau tidak bisa mempertahankan kekerasan ereksi untuk dapat melakukan penetrasi. Ketika pria terangsang atau terstimulasi secara seksual, respons normal tubuh adalah meningkatkan aliran darah ke penis sehingga penis menegang. Dengan enzim dikontrol oleh tadalafil, maka ereksi dapat dipertahankan. Namun tanpa stimulasi fisik pada penis, tadalafil tidak akan bisa menciptakan ereksi. Tadalafil juga digunakan untuk mengobati pria yang mengalami pembesaran prostat jinak (BPH). Pria yang mengalami pembesaran prostat biasanya sulit buang air kecil dan sering kali terbangun di malam hari untuk buang air kecil. Pada kondisi ini, tadalafil bekerja dengan cara meredakan gejalanya dan mencegah kondisinya menjadi bertambah parah. Selain itu, obat ini juga digunakan pada pria dan wanita untuk mengobati hipertensi pulmonari arterial. Kondisi ini adalah tekanan darah tinggi yang terjadi di arteri utama atau arteri yang membawa darah dari bagian kanan jantung ke paru-paru. Kondisi ini memengaruhi aliran darah, sehingga bagian kanan jantung harus bekerja lebih keras untuk memompa darah ke paru-paru. Pada kondisi ini, tadalafil memanfaatkan enzim PDE5 di paru-paru untuk merelaksasi pembuluh darah. "
327,Tafluprost,  Tafluprost adalah obat yang digunakan untuk tekanan tinggi di dalam mata akibat glaukoma atau jenis penyakit mata lain seperti hipertensi okular. Menurunkan tekanan tinggi di dalam mata bisa membantu mencegah kebutaan.(https://www.drugs.com/mtm/tafluprost-ophthalmic.html) 
328,Tamoxifen,"  Tamoxifen adalah obat yang digunakan untuk mengobati beberapa jenis kanker payudara, termasuk yang sudah menyebar ke organ lain (kanker payudara metastatik). Obat ini juga digunakan untuk pasien kanker payudara yang baru selesai menjalani operasi dan terapi radiasi. Selain itu, tamoxifen digunakan untuk menurunkan risiko kanker payudara bagi orang-orang yang memiliki risiko tinggi.    Baca juga: Yuk Kenali Tanda-Tanda Kanker Payudara! "
329,Tamsulosin,"  Tamsulosin adalah obat yang digunakan untuk mengobati pria yang mengalami pembesaran kelenjar prostat atau biasa disebut pembesaran prostat jinak. Pembesaran prostat jinak biasanya menyerang pria yang sudah memasuki usia lanjut. Kelenjar prostat sendiri terletak tepat di bawah kandung kemih. Ketika kelenjar ini mengalami pembesaran, beberapa otot di kelenjar tersebut menjadi tertarik sehingga mengganggu sistemnya. Kondisi ini menyebabkan penderita jadi sering buang air kecil, urine keluar sedikit, dan sensasi tidak bisa buang air kecil dengan sempurna. "
330,Telmisartan,"  Telmisartan adalah obat yang digunakan untuk mengatasi tekanan darah tinggi (hipertensi) dan biasanya dikombinasikan dengan obat antihipertensi lainnya. Obat ini umumnya juga digunakan untuk menurunkan risiko stroke, serangan jantung, atau kematian pada pasien dengan gangguan jantung. "
331,Temazepan,"  Temazepam adalah obat yang digunakan untuk mengobati insomnia atau sulit tidur. Obat ini biasanya digunakan untuk jangka pendek saja, yaitu sekita 7-10 hari. "
332,Tembaga,"  Tembaga merupakan jenis mineral yang sering ditemukan pada daging, makanan laut, kacang, biji-bijian, gandum, dan produk kokoa. Di dalam tubuh manusia, mineral ini paling banyak terkumpul dalam tulang dan otot. Tembaga dapat digunakan sebagai obat untuk mengatasi kekurangan tembaga, anemia, dan osteoarthritis (sendi sakit, kaku, dan bengkak). "
333,Tenofovir,"  Tenofovir adalah obat yang digunakan untuk mengobati HIV, virus yang menyebabkan AIDS (penurunan sistem imun). Namun, tenofovir tidak dapat menyembuhkan HIV/AIDS. Obat ini juga bisa digunakan untuk mengatasi hepatitis B kronis. (https://www.drugs.com/mtm/tenofovir.html) "
334,Teofilin,"  Teofilin adalah obat yang digunakan untuk mengobati penyakit pernapasan, seperti asma, PPOK, bronkitis, emfisema, dan sebagainya. Obat ini harus digunakan secara rutin untuk mencegah kesulitan atau sesak napas. "
335,Terazosin,  Terazosin adalah obat yang digunakan untuk pasien hipertensi. Obat ini juga digunakan untuk mempermudah pengeluaran urine pada pria yang menderita benign prostatic hyperplasia atau pembesaran prostat. 
336,Terbinafine,"  Terbinafine adalah obat yang digunakan untuk mengobati infeksi kulit, seperti athlete's foot (kurap kaki atau infeksi jamur pada permukaan kaki), jock itch (infeksi jamur pada kulit bagian paha dalam, sekitar kelamin, dan bokong), atau ringworm (infeksi jamur di kulit). "
337,Terbutaline,"  Terbutalin adalah obat yang digunakan untuk mengobati atau mencegah bronkospasme. Bronkospasme sendiri adalah kondisi sesak napas atau kesulitan bernapas pada penderita asma, bronkitis, dan emfisema (kondisi kantong udara di paru-paru hancur secraa bertahap dan menyebabkan napas lebih pendek). "
338,Testosterone,"  Testosterone adalah hormon yang memiliki peran penting di dalam tubuh wanita maupun pria. Dalam bentuk obat, testosterone digunakan pada orang yang memiliki kekurangan hormon tersebut. Selain itu, testoteron juga digunakan untuk mengobati kanker payudara pada wanita yang telah menyebar ke bagian tubuh lain. "
339,Tetracycline,"  Tetracycline digunakan untuk mengatasi berbagai infeksi bakteri pada kulit, usus, saluran pernapasan, saluran perkemihan, alat kelamin, kelenjar limpa dan sistem tubuh lainnya. Tetracycline juga sering digunakan untuk mengobati jerawat yang berat atau penyakit seksual seperti sifilis (raja singa), klamidia dan gonore (kencing nanah). Tetrasiklin juga dapat mengobati infeksi akibat kontak langsung dengan hewan atau makanan yang terkontaminasi. (https://www.drugs.com/tetracycline.html) "
340,Thalimode,  Thalidomide adalah obat yang digunakan bersama dengan dexamethasone untuk mengatasi kanker sum-sum tulang belakang (multiple myeloma). Obat ini juga dapat mengatasi dan mencegah lesi kulit (kerusakan/abnormal kulit) akibat leprosi ada penyaki Hansen. (https://www.drugs.com/mtm/thalidomide.html) 
341,Thiamphenicole,"  Thiamphenicol adalah obat yang digunakan untuk mengobati berbagai infeksi karena bakteri. Selain itu, obat ini juga dapat mengatasi gonore. (https://www.mims.com/indonesia/drug/info/thiamphenicol/?mtype=generic) "
342,Tiabendazole,"  Tiabendazole adalah obat yang digunakan untuk mengatasi infeksi akibat cacing parasit. Beberapa contoh penyakit yang disebabkan oleh cacing parasit antara lain, strongyloidiasis, dracunculiasis, ascariasis, trichostrongyliasis, trichuriasis, trichinosis, dan toxocariasis. (https://www.mims.com/indonesia/drug/info/tiabendazole/?type=brief&mtype=generic) "
343,Ticlopidine,"  Ticlopidine merupakan obat yang digunakan untuk mencegah stroke, ketika konsumsi aspirin tidak berhasil. Obat ini juga digunakan untuk mencegah penggumpalan darah setelah mengalami serangan jantung atau stroke. (https://www.drugs.com/mtm/ticlopidine.html) "
344,Timolon,"  Timolol adalah obat yang digunakan untuk mengobati hipertensi (tekanan darah tinggi). Obat ini juga digunakan untuk menurunkan risiko kematian setelah serangan jantung. Selain itu, timolol juga dapat digunakan untuk mencegah sakit kepala sebelah (migrain). (https://www.drugs.com/mtm/timolol.html) "
345,Tizanidine,"  Tizanidine adalah obat yang digunakan untuk mengatasi kekejangan otot ataupun otot kaku akibat sejumlah penyakit, seperti multiple sclerosis atau cedera tulang belakang. (https://www.drugs.com/tizanidine.html) "
346,Tobramycin,"  Tobramycin adalah obat yang digunakan untuk mengatasi infeksi bakteri pada kulit, jantung, perut, otak, sumsum tulang belakang, paru-paru, dan saluran kemih. Obat ini juga bisa digunakan untuk mengatasi fibrosis kistik. (https://www.drugs.com/mtm/tobramycin-injection.html) "
347,Tramadol,  Tramadol adalah obat yang umumnya digunakan untuk mengatasi nyeri tingkat sedang hingga berat. (https://www.drugs.com/tramadol.html) 
348,Tretinoin,"  Tretinoin adalah obat yang digunakan untuk mengatasi jerawat, melembutkan kulit yang kasar, dan mengurangi bercak cokelat pada kulit. Obat ini menurunkan jumlah dan keparahan jerawat, serta mempercepat proses pemulihan kulitnya. (https://www.drugs.com/mtm/tretinoin-topical.html) "
349,Triamcinolone,"  Triamcinolone adalah obat yang digunakan untuk mengatasi alergi, kolitis ulseratif (radang usus besar), arthritis (peradangan sendi), lupus, psoriasis, dan gangguan pernapasan. (https://www.drugs.com/triamcinolone.html) "
350,Triclosan,"  Triclosan adalah obat yang digunakan untuk mengatasi jerawat, desinfektan untuk tangan, luka, atau bagian kulit lainnya, dan sebagai pembersih mulut. Obat ini biasanya terkandung dalam larutan, sabun, atau krim. (https://www.mims.com/indonesia/drug/info/triclosan/?q=triclosan&mtype=generic) "
351,Trihexyphenidyl,"  Trihexyphenidyl adalah obat yang digunakan untuk mengobati tremor, kram, kekakuan, dan kelemahan otot pada penyakit Parkinson. Obat ini juga digunakan untuk mengobati dan mencegah gejala penyakit otot akibat penggunaan klorpromazin, flufenazin, ferfenazin, haloperidol, thiothixine, dan lainnya. (https://www.drugs.com/mtm/trihexyphenidyl.html) "
352,Trimethoprin,"  Trimethoprim adalah obat yang digunakan untuk mengatasi infeksi ginjal atau organ kemih, serta infeksi telinga karena beberapa bakteri tertentu. (https://www.drugs.com/mtm/trimethoprim.html) "
353,Triprolidine,"  Triprolidine adalah obat yang digunakan untuk mengatasi bersin, hidung berair, mata berair, kulit ruam, gatal, gejala pilek, serta gejala alergi lainnya. (https://www.drugs.com/mtm/triprolidine.html) "
354,Tripsin,"  Tripsin adalah enzim yang akan mengubah protein menjadi bentuk lebih kecil, sehingga dapat diserap oleh usus. Obat ini digunakan untuk mereka yang kekurangan enzim pencernaan. Tripsin biasanya dikombinasikan dengan bromelain dan digunakan secara rutin untuk mengobati osteoarthritis. Obat ini juga dapat membantu mengobati luka pada kulit. (https://www.webmd.com/vitamins/ai/ingredientmono-879/trypsin) "
355,Vaksin BCG,"  Bacillus Calmette and Guérin atau BCG adalah vaksin yang digunakan untuk mencegah tuberkulosis. Vaksin ini dapat diberikan pada bayi baru lahir, anak kecil, dan orang dewasa. Namun, semua anak berusia 6 tahun atau lebih direkomendasikan untuk melakukan skin test terlebih dahulu sebelum menerima vaksin BCG. Tes ini dilakukan untuk melihat apakah ada reaksi alergi terhadap tuberkuloprotein. (http://pionas.pom.go.id/ioni/bab-14-produk-imunologis-dan-vaksin/144-vaksin-dan-antisera/vaksin-bcg; https://www.drugs.com/cdi/bcg-vaccine-aimmunization.html) "
356,Valacyclovir,"  Valacyclovir adalah obat yang digunakan untuk mengobati infeksi yang disebabkan oleh beberapa jenis virus. Pada anak, obat ini digunakan untuk mengatasi kelecetan di mulut yang disebabkan oleh herpes simpleks dan cacar air pada anak usia diatas 2 tahun. Pada orang dewasa, Valacyclovir digunakan untuk mengobati penyakit ruam saraf dan herpes di mulut. Obat ini juga digunakan untuk mengobati herpes genital. (https://www.drugs.com/valacyclovir.html) "
357,Valsartan,  Valsartan adalah obat tekanan darah tinggi atau antihipertensi yang bisa diberikan pada dewasa maupun anak berusia 6 tahun atau lebih. Konsumsi obat ini biasanya dikombinasikan dengan obat lain. Valsartan juga dapat mengatasi gagal jantung dan menurunkan risiko kematian setelah mengalami serangan jantung.(https://www.drugs.com/mtm/valsartan.html) 
358,Vancomycin,  Vancomycin merupakan antibiotik yang digunakan untuk mengobati infeksi usus akibat bakteri Clostridium difficile. Bakteri ini bisa menyebabkan diare berair atau berdarah. Obat ini efektif untuk infeksi yang disebabkan bakteri Staphylococcus di mana bakteri menghasilkan racun yang menyebabkan peradangan di kolon dan usus halus. (https://www.drugs.com/vancomycin.html) 
359,Vasopressin,"  Vasopressin adalah obat yang digunakan untuk mencegah hilangnya cairan dari dalam tubuh dengan cara mengurangi pengeluaran urine. Obat ini juga membantu kerja ginjal dalam menyerap ulang (reabsorbsi) cairan ke dalam tubuh. Selain itu, vasopressin juga dapat meningkatakan tekanan darah dengan mempersempit pembuluh darah, serta mengatasi diabetes insipidus. (https://www.drugs.com/mtm/vasopressin.html "
360,Verapamil,"  Verapamil adalah obat yang digunakan untuk mengatasi hipertensi (tekanan darah tinggi), angina (nyeri dada), dan gangguan detak jantung lainnya. Menurunkan tekanan darah dapat mencegah stroke, serangan jantung, dan masalah ginjal. (https://www.drugs.com/verapamil.html) "
361,Vildagliptin,"  Vildagliptin adalah obat antidiabetik yang digunakan secara tunggal atau bisa dikombinasikan dengan obat lain, untuk mengonati diabetes tipe 2 pada orang dewasa. Untuk memperoleh efek maksimal dari konsumsi obat ini, penderita diabetes tipe 2 direkomendasikan untuk mengikuti diet ketat dan olahraga rutin. Vildagliptin tidak direkomendasikan untuk digunakan pada penderita diabetes tipe 1 dan ketoasidosis diabetik.(https://www.mims.com/indonesia/drug/info/vildagliptin/?q=vildagliptin&mtype=generic) "
362,Vincristine,"  Vincristine merupakan obat yang digunakan untuk mengobati leukemia, penyakit limfoma Hodgkin, limfoma non Hodgkin, rhabdomiosarkoma (tumor jaringan lunak), neuroblastoma (kanker jaringan syaraf) dan tumor Wilm. Obat ini juga dikombinasikan dengan obat kanker lainnya untuk meningkatkan tingkat kesembuhan. (https://www.drugs.com/mtm/vincristine.html) "
363,Vitamin A,"  Vitamin A pada umumnya sangat penting untuk kesehatan mata, sistem imun, dan pertumbuhan sel. Vitamin A terbagi menjadi dua, yaitu yang bersumber dari hewani dan sering disebut retinoid, serta yang bersumber dari nabati dan sering disebut beta karoten. Retinoid dalam bentuk oral dan topikal biasanya digunakan untuk mengobati jerawat dan kondisi kulit lain, misalnya seperti bercak hitam. Vitamin A oral juga sering digunakan untuk mengatasi campak, mata kering, serta beberapa tipe leukemia. (https://www.webmd.com/a-to-z-guides/supplement-guide-vitamin-a#1) "
364,Vitamin B1,"  Vitamin B1 atau tiamin umumnya digunakan untuk mengatasi dan mencegah kekurangan vitamin B1. Vitamin B1 dalam bentuk injeksi juga digunakan untuk mengatasi beriberi dan radang saraf (neuritis). Vitamin ini juga digunakan untuk mengatasi masalah pencernaan, seperti kehilangan nafsu makan, diare, dan ulcer colitis, serta gangguan otak (sindrom Wernicke-Korsakoff). (https://www.webmd.com/vitamins/ai/ingredientmono-965/thiamine-vitamin-b1) "
365,Vitamin B12,  Vitamin B12 atau sianokobalamin adalah vitamin yang digunakan untuk orang yang memiliki kekurangan vitamin B12. Obat ini juga digunakan untuk mengobati pernicious anemia (penurunan sel darah merah yang terjadi ketika tubuh tidak dapat dengan baik menyerap vitamin B12 dari saluran pencernaan). (https://www.drugs.com/mtm/vitamin-b12.html) 
366,Vitamin B2,"  Vitamin B2 atau riboflavin digunakan untuk mengatasi dan mencegah kondisi rendah riboflavin (vitamin B2) pada orang-orang yang tidak mendapatkan asupan cukup vitamin ini dari diet sehari-hari. Kebanyakan orang yang mengikuti pola makan normal tidak membutuhkan asupan vitamin B2 tambahan. Namun, beberapa kondisi bisa menyebabkan kadar vitamin B2 rendah. Kondisi-kondisi yang dimaksud termasuk gangguan pada perut atau pencernaan, infeksi berkepanjangan, penyakit lever, kecanduan alkohol, dan kanker. (https://www.drugs.com/mtm/vitamin-b2.html) "
367,Vitamin B3 (Niacin),"  Vitamin B3 (niacin) digunakan untuk mencegah dan mengobati kondisi kekurangan niacin alami dalam tubuh, serta untuk menurunkan kolesterol dan trigliserida dalam darah. Niacin juga digunakan untuk menurunkan risiko serangan jantung pada orang dengan kadar kolesterol tinggi dan pernah mengalami serangan jantung sebelumnya. Terkadang, niacin digunakan untuk terapi pasien penyumbatan pada arteri koroner jantung.(https://www.drugs.com/niacin.html) "
368,Vitamin B5,"  Vitamin B5 atau asam pantotenat digunakan pada pasien yang kekurangan vitamin ini. Vitamin ini bisa ditemukan di tumbuhan maupun binatang, termasuk sereal gandum, telur, dan susu. (https://www.drugs.com/cdi/pantothenic-acid.html) "
369,Vitamin B6,  Vitamin B6 atau dikenal dengan piridoksin digunakan untuk mengatasi dan mencegah kekurangan (defisiensi) vitamin B6 dan sideroblastik anemia. Piridoksin dalam bentuk injeksi bisa diberikan kepada bayi untuk mengatasi kekejangan. (https://www.drugs.com/mtm/pyridoxine.html) 
370,Vitamin B9 (Asam Volat),  Vitamin B9 dikonsumsi untuk mengatasi kondisi kekurangan asam folat dan beberapa jenis anemia. Vitamin ini juga digunakan pada penderita penyakit ginjal. (https://www.drugs.com/folic_acid.html; https://www.webmd.com/vitamins/ai/ingredientmono-1017/folic-acid) 
371,Vitamin C,"  Vitamin C atau asam askorbat digunakan untuk mengatasi dan mencegah kekurangan (defisiensi) vitamin C. Selain itu, sering digunakan untuk mengobati seriawan, pilek, infeksi kulit, dan lainnya. (https://www.webmd.com/vitamins/ai/ingredientmono-1001/vitamin-c-ascorbic-acid) "
372,Vitamin D,"  Vitamin D digunakan untuk mengobati dan mencegah penyakit rickets (gangguan pada tulang saat pertumbuhan ketika kalsium gagal tersimpan di dalam tulang), kelemahan tulang, nyeri tulang, tulang keropos pada pasien yang menderita hiperparatiroidisme (pembesaran hormon paratiroid akibat produksi hormon berlebih, sehingga kadar kalsium dalam darah meningkat), dan penyakit genetik ketika tulang menjadi getas dan mudah retak. Vitamin ini juga dapat mencegah tulang patah pada pasien yang menderita osteoporosis (tulang keropos). Vitamin D digunakan pula sebagai suplemen untuk mengatasi berbagai kondisi penyakit jantung dan pembuluh darah, seperti tekanan darah tinggi dan kolestrol tinggi. Vitamin ini pun digunakan untuk pasien diabetes, obesitas, kelemahan otot, multiple sclerosis (penyakit progresif yang muncul akibat sistem kekebalan tubuh yang secara keliru menyerang selaput pelindung saraf (mielin) dalam otak dan saraf tulang belakang), peradangan sendi, asma, peradangan pada bronkus paru, PMS, maupun penyakit gigi dan gusi. (https://www.webmd.com/vitamins/ai/ingredientmono-929/vitamin-d) "
373,Vitamin E,"  Vitamin E merupakan vitamin yang larut dalam lemak dan berperan sebagai antioksidan. Vitamin ini digunakan untuk mengatasi dan mencegah kekurangan (defisiensi) vitamin E, serta membantu memperlambat proses kerusakan sel. (https://www.webmd.com/vitamins/ai/ingredientmono-954/vitamin-e; https://www.drugs.com/vitamin_e.html) "
374,Vitamin K,"  Vitamin K bisa digunakan untuk beragam pengobatan. Vitamin ini memiliki dua bentuk, yaitu K1 (phytonadine) dan vitamin K2 (menaquinone). Namun, vitamin K1 lebih umum digunakan karena lebih aman, dapat bekerja dengan cepat, kuat, dan lebih baik pada beberapa kondisi. Vitamin K berguna untuk proses pembekuan darah, mencegah kekurangan (defisiensi) vitamin K, dan mengobati osteoporosis (melemahnya tulang). (https://www.webmd.com/vitamins/ai/ingredientmono-983/vitamin-k) "
375,Warfarin,"  Warfarin adalah obat yang digunakan untuk mengatasi dan mencegah penggumpalan darah pada pembuluh darah vena maupun arteri. Obat ini juga dapat menurunkan risiko stroke, serangan jantung, dan kondisi serius lainnya akibat penyumbatan bekuan darah di arteri. (https://www.drugs.com/warfarin.html) "
376,White petrolatum,  White petrolatum digunakan untuk menutup luka dan pelembab/lubrikan pada mata.   
377,Zinc Sulfat,"  Zink sulfat adalah obat yang digunakan untuk mengatasi dan mencegah kekurangan zinc. Tubuh membutuhkan zinc untuk mendukung kesehatan secara umum. Umumnya, zinc sulfat diberikan dalam bentuk diminum. Namun, ada juga pasien yang menerima lewat jalur intravena. (https://www.drugs.com/mtm/zinc-sulfate.html) "
378,Zolpidem,  Zolpidem adalah obat yang digunakan untuk mengatasi insomnia. Tablet zolpidem yang langsung dilepaskan akan membantu Kamu untuk tidur. Tablet zolpidem yang lepas lambat akan membuat Kamu cepat tidur dan menjaga kualitasnya. Ada pula jenis zolpidem yang digunakan untuk membantu Kamu tidur kembali ketika terbangun di malam hari. Dokter anda akan menentuka jenis zolpidem mana yang tepat untuk kondisi Kamu. (https://www.drugs.com/zolpidem.html) 
